locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAMBLCDF_04573	CDS	999	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
MAMBLCDF_04574	CDS	396	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MAMBLCDF_04575	CDS	267	rpsT		COG0268	30S ribosomal protein S20
MAMBLCDF_04576	CDS	1518	dnaA_2			Chromosomal replication initiator protein DnaA
MAMBLCDF_04577	CDS	1134	dnaN_1			Beta sliding clamp
MAMBLCDF_04578	CDS	1128	recF		COG1195	DNA replication and repair protein RecF
MAMBLCDF_04579	CDS	615	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
MAMBLCDF_04580	CDS	609				hypothetical protein
MAMBLCDF_04581	CDS	1116	hrcA_2		COG1420	Heat-inducible transcription repressor HrcA
MAMBLCDF_04582	CDS	717	rph_2	2.7.7.56	COG0689	Ribonuclease PH
MAMBLCDF_04583	CDS	648		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MAMBLCDF_04584	CDS	1203	hemW_2		COG0635	Heme chaperone HemW
MAMBLCDF_04585	CDS	1227	gnl_2	3.1.1.17		Gluconolactonase
MAMBLCDF_04586	CDS	435				hypothetical protein
MAMBLCDF_04587	CDS	441	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
MAMBLCDF_04588	CDS	3042	polA_3	2.7.7.7	COG0258	DNA polymerase I
MAMBLCDF_04589	CDS	2052	tmd	1.5.8.2		Trimethylamine dehydrogenase
MAMBLCDF_04590	CDS	633	betI_8		COG1309	HTH-type transcriptional regulator BetI
MAMBLCDF_04591	CDS	363				hypothetical protein
MAMBLCDF_04592	CDS	429				hypothetical protein
MAMBLCDF_04593	CDS	1338				hypothetical protein
MAMBLCDF_04594	CDS	387				hypothetical protein
MAMBLCDF_04595	CDS	474				hypothetical protein
MAMBLCDF_04596	CDS	252				hypothetical protein
MAMBLCDF_04597	CDS	801				hypothetical protein
MAMBLCDF_04598	CDS	795	phyR			Phyllosphere-induced regulator PhyR
MAMBLCDF_04599	CDS	225				hypothetical protein
MAMBLCDF_04600	CDS	561	ecfG_2			ECF RNA polymerase sigma factor EcfG
MAMBLCDF_04601	CDS	1653				hypothetical protein
MAMBLCDF_04602	CDS	276				hypothetical protein
MAMBLCDF_04603	CDS	1809	yddA_2		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
MAMBLCDF_04604	CDS	762	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
MAMBLCDF_04605	CDS	813	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
MAMBLCDF_04606	CDS	561	chrR_2	1.6.5.2	COG0431	Quinone reductase
MAMBLCDF_04607	CDS	516				hypothetical protein
MAMBLCDF_04608	CDS	1839	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MAMBLCDF_04609	CDS	2424	gyrB_1	5.6.2.2		DNA gyrase subunit B
MAMBLCDF_04610	CDS	561				hypothetical protein
MAMBLCDF_04611	CDS	768				hypothetical protein
MAMBLCDF_04612	CDS	1806	lepA_1	3.6.5.-	COG0481	Elongation factor 4
MAMBLCDF_04613	CDS	336				hypothetical protein
MAMBLCDF_04614	CDS	612	gph_4	3.1.3.18		Phosphoglycolate phosphatase
MAMBLCDF_04615	CDS	909	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MAMBLCDF_04616	CDS	1260	amaB_1	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
MAMBLCDF_04617	CDS	747	LRA5_3	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
MAMBLCDF_04618	CDS	1458	wcaJ_2	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
MAMBLCDF_04619	CDS	828		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
MAMBLCDF_04620	CDS	951				hypothetical protein
MAMBLCDF_04621	CDS	417	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_04622	CDS	1308	arpC		COG1538	Antibiotic efflux pump outer membrane protein ArpC
MAMBLCDF_04623	CDS	573				hypothetical protein
MAMBLCDF_04624	CDS	411				hypothetical protein
MAMBLCDF_04625	CDS	1197	macA_3		COG0845	Macrolide export protein MacA
MAMBLCDF_04626	CDS	345				hypothetical protein
MAMBLCDF_04627	CDS	1872				hypothetical protein
MAMBLCDF_04628	CDS	1014	fecR_3		COG3712	Protein FecR
MAMBLCDF_04629	CDS	513	fecI_4		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_04630	CDS	2502	pupB			Ferric-pseudobactin BN7/BN8 receptor
MAMBLCDF_04631	CDS	2454	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
MAMBLCDF_04632	CDS	2196	fcuA_1			Ferrichrome receptor FcuA
MAMBLCDF_04633	CDS	252				hypothetical protein
MAMBLCDF_04634	CDS	456				hypothetical protein
MAMBLCDF_04635	CDS	369				hypothetical protein
MAMBLCDF_04636	CDS	2475	fhuA_3		COG1629	Ferrichrome outer membrane transporter/phage receptor
MAMBLCDF_04637	CDS	987	fecR_4		COG3712	Protein FecR
MAMBLCDF_04638	CDS	504	fecI_5		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_04639	CDS	510	fecI_6		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_04640	CDS	684	fecR_5		COG3712	Protein FecR
MAMBLCDF_04641	CDS	96				hypothetical protein
MAMBLCDF_04642	CDS	177				hypothetical protein
MAMBLCDF_04643	CDS	2487	btuB_4			Vitamin B12 transporter BtuB
MAMBLCDF_04644	CDS	327				hypothetical protein
MAMBLCDF_04645	CDS	1413	oprM_1		COG1538	Outer membrane protein OprM
MAMBLCDF_04646	CDS	3102	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
MAMBLCDF_04647	CDS	1161	acrA			Multidrug efflux pump subunit AcrA
MAMBLCDF_04648	CDS	516	mtrR		COG1309	HTH-type transcriptional regulator MtrR
MAMBLCDF_04649	CDS	1431	cusC		COG1538	Cation efflux system protein CusC
MAMBLCDF_04650	CDS	1071	smc_2			Chromosome partition protein Smc
MAMBLCDF_04651	CDS	2772	rbbA_1		COG0842	Ribosome-associated ATPase
MAMBLCDF_04652	CDS	1125	yhhJ_1		COG0842	Inner membrane transport permease YhhJ
MAMBLCDF_04653	CDS	264				hypothetical protein
MAMBLCDF_04654	CDS	168				hypothetical protein
MAMBLCDF_04655	CDS	288				hypothetical protein
MAMBLCDF_04656	CDS	612				hypothetical protein
MAMBLCDF_04657	CDS	2382	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
MAMBLCDF_04658	CDS	1359	atoC_4		COG2204	Regulatory protein AtoC
MAMBLCDF_04659	CDS	1584	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MAMBLCDF_04660	CDS	1230	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
MAMBLCDF_04661	CDS	1860	asnB_4	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
MAMBLCDF_04662	CDS	807				hypothetical protein
MAMBLCDF_04663	CDS	1236				hypothetical protein
MAMBLCDF_04664	CDS	2922				hypothetical protein
MAMBLCDF_04665	CDS	345	yhfA_2		COG1765	Protein YhfA
MAMBLCDF_04666	CDS	981	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
MAMBLCDF_04667	CDS	498	lptE			LPS-assembly lipoprotein LptE
MAMBLCDF_04668	CDS	2610	leuS_1	6.1.1.4		Leucine--tRNA ligase
MAMBLCDF_04669	CDS	1062	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MAMBLCDF_04670	CDS	1116	tgt_1	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MAMBLCDF_04671	CDS	477				hypothetical protein
MAMBLCDF_04672	CDS	1848	secD_2		COG0342	Protein translocase subunit SecD
MAMBLCDF_04673	CDS	933	secF_2		COG0341	Protein translocase subunit SecF
MAMBLCDF_04674	CDS	378				hypothetical protein
MAMBLCDF_04675	CDS	807	ubiE_2	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MAMBLCDF_04676	CDS	972	speB_3	3.5.3.11	COG0010	Agmatinase
MAMBLCDF_04677	CDS	483	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
MAMBLCDF_04678	CDS	2820	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAMBLCDF_04679	CDS	792	ribF_1		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
MAMBLCDF_04680	CDS	432				hypothetical protein
MAMBLCDF_04681	CDS	2241				hypothetical protein
MAMBLCDF_04682	CDS	978	dppB_8		COG0601	Dipeptide transport system permease protein DppB
MAMBLCDF_04683	CDS	1701				hypothetical protein
MAMBLCDF_04684	CDS	945	cbpA_2		COG2214	Curved DNA-binding protein
MAMBLCDF_04685	CDS	300	cbpM			Chaperone modulatory protein CbpM
MAMBLCDF_04686	CDS	894				hypothetical protein
MAMBLCDF_04687	CDS	138				hypothetical protein
MAMBLCDF_04688	tRNA	77				tRNA-Met(cat)
MAMBLCDF_04689	tRNA	76				tRNA-Asn(gtt)
MAMBLCDF_04690	CDS	549				hypothetical protein
MAMBLCDF_04691	CDS	1845	dxs_3	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MAMBLCDF_04692	CDS	351				hypothetical protein
MAMBLCDF_04693	CDS	807	folE2	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
MAMBLCDF_04694	CDS	615				hypothetical protein
MAMBLCDF_04695	CDS	651	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAMBLCDF_04696	CDS	1119				hypothetical protein
MAMBLCDF_04697	CDS	741	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MAMBLCDF_04698	CDS	2001	shc	4.2.1.129	COG1657	Squalene--hopene cyclase
MAMBLCDF_04699	CDS	771	mlaA_2		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
MAMBLCDF_04700	CDS	1059	auaH	1.1.1.394		Aurachin B dehydrogenase
MAMBLCDF_04701	CDS	609	tolQ_4			Tol-Pal system protein TolQ
MAMBLCDF_04702	CDS	1347	xseA_1	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MAMBLCDF_04703	CDS	381				hypothetical protein
MAMBLCDF_04704	CDS	1188	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
MAMBLCDF_04705	CDS	495	dsbB_2			Disulfide bond formation protein B
MAMBLCDF_04706	CDS	768				hypothetical protein
MAMBLCDF_04707	CDS	390	yabJ_4	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MAMBLCDF_04708	CDS	414				hypothetical protein
MAMBLCDF_04709	CDS	1347				hypothetical protein
MAMBLCDF_04710	CDS	387				hypothetical protein
MAMBLCDF_04711	CDS	1536				hypothetical protein
MAMBLCDF_04712	CDS	1383	dapE_5	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
MAMBLCDF_04713	CDS	582		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
MAMBLCDF_04714	CDS	1380				hypothetical protein
MAMBLCDF_04715	CDS	1173				hypothetical protein
MAMBLCDF_04716	CDS	201				hypothetical protein
MAMBLCDF_04717	CDS	177				hypothetical protein
MAMBLCDF_04718	CDS	522				hypothetical protein
MAMBLCDF_04719	CDS	1242				hypothetical protein
MAMBLCDF_04720	CDS	876				hypothetical protein
MAMBLCDF_04721	CDS	780				hypothetical protein
MAMBLCDF_04722	CDS	585				hypothetical protein
MAMBLCDF_04723	CDS	342				hypothetical protein
MAMBLCDF_04724	CDS	411				hypothetical protein
MAMBLCDF_04725	CDS	411				hypothetical protein
MAMBLCDF_04726	CDS	354				hypothetical protein
MAMBLCDF_04727	CDS	168				hypothetical protein
MAMBLCDF_04728	CDS	588				hypothetical protein
MAMBLCDF_04729	CDS	642				hypothetical protein
MAMBLCDF_04730	CDS	891				hypothetical protein
MAMBLCDF_04731	CDS	459				hypothetical protein
MAMBLCDF_04732	CDS	1290				hypothetical protein
MAMBLCDF_04733	CDS	1941				hypothetical protein
MAMBLCDF_04734	CDS	327				hypothetical protein
MAMBLCDF_04735	CDS	666	phoP_2			Transcriptional regulatory protein PhoP
MAMBLCDF_04736	CDS	1377	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
MAMBLCDF_04737	CDS	1110				hypothetical protein
MAMBLCDF_04738	CDS	528	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
MAMBLCDF_04739	CDS	1983	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
MAMBLCDF_04740	CDS	468	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
MAMBLCDF_04741	CDS	1224	degP_2	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MAMBLCDF_04742	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
MAMBLCDF_04743	CDS	1500	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
MAMBLCDF_04744	CDS	2949	glnE_1		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MAMBLCDF_04745	CDS	2304	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
MAMBLCDF_04746	CDS	2643	pepN_1	3.4.11.2	COG0308	Aminopeptidase N
MAMBLCDF_04747	CDS	1608	fieF			Ferrous-iron efflux pump FieF
MAMBLCDF_04748	CDS	450	gloA_2	4.4.1.5	COG0346	Lactoylglutathione lyase
MAMBLCDF_04749	CDS	246				hypothetical protein
MAMBLCDF_04750	CDS	411		3.1.-.-	COG3742	Ribonuclease VapC42
MAMBLCDF_04751	CDS	1044	mro	5.1.3.3	COG2017	Aldose 1-epimerase
MAMBLCDF_04752	CDS	894	yihV_2	2.7.1.184		Sulfofructose kinase
MAMBLCDF_04753	CDS	849	ureD			Urease accessory protein UreD
MAMBLCDF_04754	CDS	336				hypothetical protein
MAMBLCDF_04755	CDS	621	ureA	3.5.1.5	COG0831	Urease subunit alpha
MAMBLCDF_04756	CDS	861				hypothetical protein
MAMBLCDF_04757	CDS	1737	ureC1	3.5.1.5		Urease subunit alpha 1
MAMBLCDF_04758	CDS	258				hypothetical protein
MAMBLCDF_04759	CDS	1029			COG1840	putative protein
MAMBLCDF_04760	CDS	1044	yhdW_6			Putative amino-acid ABC transporter-binding protein YhdW
MAMBLCDF_04761	CDS	753	ureE			Urease accessory protein UreE
MAMBLCDF_04762	CDS	678	ureF		COG0830	Urease accessory protein UreF
MAMBLCDF_04763	CDS	633	ureG		COG0378	Urease accessory protein UreG
MAMBLCDF_04764	CDS	594				hypothetical protein
MAMBLCDF_04765	CDS	807	phnE_4		COG3639	Phosphate-import permease protein PhnE
MAMBLCDF_04766	CDS	828	phnC_2	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MAMBLCDF_04767	CDS	870	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
MAMBLCDF_04768	CDS	1143	phnM_2	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MAMBLCDF_04769	CDS	1437				hypothetical protein
MAMBLCDF_04770	CDS	1197	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
MAMBLCDF_04771	CDS	696	rspR_7		COG1802	HTH-type transcriptional repressor RspR
MAMBLCDF_04772	CDS	1191				hypothetical protein
MAMBLCDF_04773	CDS	1083	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
MAMBLCDF_04774	CDS	891				hypothetical protein
MAMBLCDF_04775	CDS	831				hypothetical protein
MAMBLCDF_04776	CDS	1146	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
MAMBLCDF_04777	CDS	759				hypothetical protein
MAMBLCDF_04778	CDS	927				hypothetical protein
MAMBLCDF_04779	CDS	642				hypothetical protein
MAMBLCDF_04780	CDS	711	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
MAMBLCDF_04781	CDS	1248	yjhB			Putative metabolite transport protein YjhB
MAMBLCDF_04782	CDS	879	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
MAMBLCDF_04783	CDS	963	pyrD_3	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
MAMBLCDF_04784	CDS	1296	amaB_2	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
MAMBLCDF_04785	CDS	1095	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
MAMBLCDF_04786	CDS	681	pyrE_3	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MAMBLCDF_04787	CDS	1518	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
MAMBLCDF_04788	CDS	306				hypothetical protein
MAMBLCDF_04789	CDS	219				hypothetical protein
MAMBLCDF_04790	CDS	267				hypothetical protein
MAMBLCDF_04791	CDS	252				hypothetical protein
MAMBLCDF_04792	CDS	573	xsc	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
MAMBLCDF_04793	CDS	594				hypothetical protein
MAMBLCDF_04794	CDS	963				hypothetical protein
MAMBLCDF_04795	CDS	519				hypothetical protein
MAMBLCDF_04796	CDS	1503				hypothetical protein
MAMBLCDF_04797	CDS	942	nodD2			Nodulation protein D 2
MAMBLCDF_04798	CDS	705	dehH2	3.8.1.3		Haloacetate dehalogenase H-2
MAMBLCDF_04799	CDS	1299	gatA_3	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
MAMBLCDF_04800	CDS	1239	uctC_8	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MAMBLCDF_04801	CDS	444				hypothetical protein
MAMBLCDF_04802	CDS	768	cysA_5	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MAMBLCDF_04803	CDS	747	livF_14		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MAMBLCDF_04804	CDS	888	livH_12		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MAMBLCDF_04805	CDS	993				hypothetical protein
MAMBLCDF_04806	CDS	1050	adhT	1.1.1.1		Alcohol dehydrogenase
MAMBLCDF_04807	CDS	1212				hypothetical protein
MAMBLCDF_04808	CDS	3066			COG0247	putative protein
MAMBLCDF_04809	CDS	477				hypothetical protein
MAMBLCDF_04810	CDS	219				hypothetical protein
MAMBLCDF_04811	CDS	147				hypothetical protein
MAMBLCDF_04812	CDS	279				hypothetical protein
MAMBLCDF_04813	CDS	504	fecI_7		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_04814	CDS	930				hypothetical protein
MAMBLCDF_04815	CDS	2352	cntO_4		COG1629	Metal-pseudopaline receptor CntO
MAMBLCDF_04816	CDS	597	fecI_8		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_04817	CDS	1056				hypothetical protein
MAMBLCDF_04818	CDS	2433	cntO_5		COG1629	Metal-pseudopaline receptor CntO
MAMBLCDF_04819	CDS	402				hypothetical protein
MAMBLCDF_04820	CDS	1032	fecR_6		COG3712	Protein FecR
MAMBLCDF_04821	CDS	2388	cntO_6		COG1629	Metal-pseudopaline receptor CntO
MAMBLCDF_04822	CDS	423				hypothetical protein
MAMBLCDF_04823	CDS	2739				hypothetical protein
MAMBLCDF_04824	CDS	1020				hypothetical protein
MAMBLCDF_04825	CDS	1248	rssB_1			Regulator of RpoS
MAMBLCDF_04826	CDS	549	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
MAMBLCDF_04827	CDS	795	thyA_2	2.1.1.45	COG0207	Thymidylate synthase
MAMBLCDF_04828	CDS	1503	pepA_2	3.4.11.1	COG0260	Cytosol aminopeptidase
MAMBLCDF_04829	CDS	351				hypothetical protein
MAMBLCDF_04830	CDS	762				hypothetical protein
MAMBLCDF_04831	CDS	930	ssuR_2			HTH-type transcriptional regulator SsuR
MAMBLCDF_04832	CDS	1668	sufS_2	4.4.1.16		Cysteine desulfurase
MAMBLCDF_04833	CDS	918	mmpI			Major membrane protein I
MAMBLCDF_04834	CDS	939	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MAMBLCDF_04835	CDS	1089	cysA_6	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MAMBLCDF_04836	CDS	879	cysW_2		COG4208	Sulfate transport system permease protein CysW
MAMBLCDF_04837	CDS	834	cysT_2		COG0555	Sulfate transport system permease protein CysT
MAMBLCDF_04838	CDS	789				hypothetical protein
MAMBLCDF_04839	CDS	912				hypothetical protein
MAMBLCDF_04840	CDS	306				hypothetical protein
MAMBLCDF_04841	CDS	1008	sbp_2		COG1613	Sulfate-binding protein
MAMBLCDF_04842	CDS	1575				hypothetical protein
MAMBLCDF_04843	CDS	843	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
MAMBLCDF_04844	CDS	711				hypothetical protein
MAMBLCDF_04845	CDS	1392				putative membrane protein
MAMBLCDF_04846	CDS	1437	der_1			GTPase Der
MAMBLCDF_04847	CDS	1986	smc_3			Chromosome partition protein Smc
MAMBLCDF_04848	CDS	2802	ppc_2	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MAMBLCDF_04849	CDS	927	hemC_2	2.5.1.61	COG0181	Porphobilinogen deaminase
MAMBLCDF_04850	CDS	669	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
MAMBLCDF_04851	CDS	1008	hemX		COG2959	Protein HemX
MAMBLCDF_04852	CDS	1170	hemY		COG3071	Protein HemY
MAMBLCDF_04853	CDS	1047	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
MAMBLCDF_04854	CDS	912				hypothetical protein
MAMBLCDF_04855	CDS	1221	epsF_1		COG1459	Type II secretion system protein F
MAMBLCDF_04856	CDS	861	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
MAMBLCDF_04857	CDS	612	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
MAMBLCDF_04858	CDS	789	zapD		COG4582	Cell division protein ZapD
MAMBLCDF_04859	CDS	1266	lplT			Lysophospholipid transporter LplT
MAMBLCDF_04860	CDS	1434	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
MAMBLCDF_04861	CDS	417				hypothetical protein
MAMBLCDF_04862	CDS	672				hypothetical protein
MAMBLCDF_04863	CDS	795	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MAMBLCDF_04864	CDS	246				hypothetical protein
MAMBLCDF_04865	CDS	798	cah	4.2.1.1	COG3338	Carbonic anhydrase
MAMBLCDF_04866	CDS	1092	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
MAMBLCDF_04867	CDS	390	gcvH_1		COG0509	Glycine cleavage system H protein
MAMBLCDF_04868	CDS	1362	gcvPA_1	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
MAMBLCDF_04869	CDS	1452	gcvPB_1	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
MAMBLCDF_04870	CDS	936	adoK	2.7.1.20	COG0524	Adenosine kinase
MAMBLCDF_04871	CDS	678				hypothetical protein
MAMBLCDF_04872	CDS	807	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
MAMBLCDF_04873	CDS	807	dapB_3	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
MAMBLCDF_04874	CDS	495	bamE_2			Outer membrane protein assembly factor BamE
MAMBLCDF_04875	CDS	441	fur_3		COG0735	Ferric uptake regulation protein
MAMBLCDF_04876	CDS	2211	btuB_5			Vitamin B12 transporter BtuB
MAMBLCDF_04877	CDS	2739	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
MAMBLCDF_04878	CDS	783	mtfA		COG3228	Protein MtfA
MAMBLCDF_04879	CDS	1185				hypothetical protein
MAMBLCDF_04880	CDS	303	lsrG_2	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
MAMBLCDF_04881	CDS	351				hypothetical protein
MAMBLCDF_04882	CDS	567	dcd_2	3.5.4.13		dCTP deaminase
MAMBLCDF_04883	CDS	1086	apbC		COG0489	Iron-sulfur cluster carrier protein
MAMBLCDF_04884	CDS	2121	metG_2	6.1.1.10	COG0073	Methionine--tRNA ligase
MAMBLCDF_04885	CDS	2661	pepN_2	3.4.11.2	COG0308	Aminopeptidase N
MAMBLCDF_04886	CDS	363				hypothetical protein
MAMBLCDF_04887	CDS	3816				hypothetical protein
MAMBLCDF_04888	CDS	648				hypothetical protein
MAMBLCDF_04889	CDS	1773	prsD			Type I secretion system ATP-binding protein PrsD
MAMBLCDF_04890	CDS	1347	prsE			Type I secretion system membrane fusion protein PrsE
MAMBLCDF_04891	CDS	1329	tolC_1			Outer membrane protein TolC
MAMBLCDF_04892	CDS	1509	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MAMBLCDF_04893	CDS	690	pgl_2	3.1.1.31	COG0363	6-phosphogluconolactonase
MAMBLCDF_04894	CDS	645	eda		COG0800	KHG/KDPG aldolase
MAMBLCDF_04895	CDS	570				hypothetical protein
MAMBLCDF_04896	CDS	336				hypothetical protein
MAMBLCDF_04897	CDS	1107	lhgD	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
MAMBLCDF_04898	CDS	1176	hipO_5	3.5.1.32	COG1473	Hippurate hydrolase
MAMBLCDF_04899	CDS	396				hypothetical protein
MAMBLCDF_04900	CDS	609				hypothetical protein
MAMBLCDF_04901	CDS	969	psdht_2	4.2.1.-		Phenylserine dehydratase
MAMBLCDF_04902	CDS	1149	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MAMBLCDF_04903	CDS	1587	dppA_2		COG0747	Periplasmic dipeptide transport protein
MAMBLCDF_04904	CDS	981	gsiC_7		COG0601	Glutathione transport system permease protein GsiC
MAMBLCDF_04905	CDS	963	dppC_2		COG1173	Dipeptide transport system permease protein DppC
MAMBLCDF_04906	CDS	1602	gsiB_9		COG0747	Glutathione-binding protein GsiB
MAMBLCDF_04907	CDS	984	gsiC_8		COG0601	Glutathione transport system permease protein GsiC
MAMBLCDF_04908	CDS	945	ddpC_5		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MAMBLCDF_04909	CDS	1017	oppD_7		COG0444	Oligopeptide transport ATP-binding protein OppD
MAMBLCDF_04910	CDS	1005	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MAMBLCDF_04911	CDS	1275				hypothetical protein
MAMBLCDF_04912	CDS	519				hypothetical protein
